Scheme Name, Net Asset Value
PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND, 10.3577
PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend, 10.0516
PGIM India Insta Cash Fund-Institutional Plan-Growth, 26.2743
PGIM India INSTA CASH FUND-Monthly Bonus Option, 140.0664
PGIM India Liquid Fund - Bonus Option, 186.8975
PGIM India Liquid Fund - Daily Dividend, 100.304
PGIM India Liquid Fund - Direct Plan - Daily Dividend, 108.57
PGIM India Liquid Fund - Direct Plan - Growth, 286.8771
PGIM India Liquid Fund - Direct Plan - Monthly Dividend, 109.4958
PGIM India Liquid Fund - Direct Plan - Weekly Dividend, 100.6136
PGIM India Liquid Fund - Growth, 284.4234
PGIM India Liquid Fund - Monthly Dividend, 110.1732
PGIM India Liquid Fund - Weekly Dividend, 100.6116
PGIM India Liquid Fund-DIVIDEND-Daily Dividend, 10.301
PGIM India Liquid Fund-DIVIDEND-MONTHLY DIVIDEND, 10.0577
PGIM India Liquid Fund-Growth-GROWTH, 27.706
Parag Parikh Liquid Fund- Direct Plan- Daily Reinvestment of IDCW, 1000.5404
Parag Parikh Liquid Fund- Direct Plan- Growth, 1229.7147
Parag Parikh Liquid Fund- Direct Plan- Monthly IDCW, 1003.5124
Parag Parikh Liquid Fund- Direct Plan- Weekly Reinvestment of IDCW, 1001.5110
Parag Parikh Liquid Fund- Regular Plan- Daily Reinvestment of IDCW, 1000.5404
Parag Parikh Liquid Fund- Regular Plan- Growth, 1223.9982
Parag Parikh Liquid Fund- Regular Plan- Monthly IDCW, 1003.5061
Parag Parikh Liquid Fund- Regular Plan- Weekly Reinvestment of IDCW, 1001.5031
quant Liquid Fund - Growth Option - Direct Plan, 35.4689
quant Liquid Fund - Growth Option - Regular Plan, 34.7932
quant Liquid Fund - Monthly IDCW Option - Direct Plan, 15.5274
quant Liquid Fund - Monthly IDCW Option - Regular Plan, 15.1657
quant Liquid Fund - Weekly IDCW Option - Direct Plan, 14.04
quant Liquid Fund - Weekly IDCW Option - Regular Plan, 13.3581
quant Liquid Fund-Daily IDCW Option - Direct Plan, 13.2435
quant Liquid Fund-Daily IDCW Option - Regular Plan, 12.9032
quant Liquid Fund-Unclaimed Dividend Investor Education Plan-Growth Option, 11.0297
quant Liquid Fund-Unclaimed Dividend-Growth Option, 11.0304
quant Liquid Fund-Unclaimed Redemption Investor Education Plan-Growth Option, 11.0297
quant Liquid Fund-Unclaimed Redemption Plan-Growth Option, 11.04
Quantum Liquid Fund - Direct Plan Daily IDCW, 10.0090
Quantum Liquid Fund - Direct Plan Growth Option, 29.6418
Quantum Liquid Fund - Direct Plan Monthly IDCW, 10.0227
Quantum Liquid Fund - Regular Plan Daily IDCW, 10.0007
Quantum Liquid Fund - Regular Plan Growth Option, 29.5109
Quantum Liquid Fund - Regular Plan Monthly IDCW, 10.0178
SBI Liquid Fund - Direct Paln - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW), 1125.1948
SBI Liquid Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW), 1111.8929
SBI Liquid Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW), 1176.8414
SBI Liquid Fund - DIRECT PLAN -Growth, 3445.7012
SBI Liquid Fund - Institutional - Growth, 3452.6383
SBI Liquid Fund - Institutional Daily Income Distribution cum Capital Withdrawal Option (IDCW), 1109.1979
SBI Liquid Fund - Institutional Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW), 1134.9921
SBI Liquid Fund - Institutional Weekly Income Distribution cum Capital Withdrawal Option (IDCW), N.A.
SBI Liquid Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW), 1109.1954
SBI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW), 1122.4789
SBI Liquid Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW), 1173.9808
SBI Liquid Fund - REGULAR PLAN -Growth, 3420.3073
Sundaram  Liquid Fund (Formerly Known as Principal Cash Management Fund) Direct Quarterly IDCW, 1045.9214
Sundaram Liquid Fund (Formerly Known as  Principal Cash Management Fund) Regular Plan Principal Units, 1067.7058
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund )- Direct Plan - Income Distribution CUM Capital Withdrawal Option - Daily, 1000.6367
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) - Daily Income Distribution CUM Capital Withdrawal, 1000.8893
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) - Direct Plan - Growth Option, 1943.8765
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) - Monthly Income Distribution CUM Capital Withdrawal Option, 1026.6355
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) -Direct Plan - Income Distribution CUM Capital Withdrawal Option - Monthly, 1026.7344
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) -Growth Option, 1928.8988
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Direct Fortnightly IDCW, 1025.2994
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Direct Principal Units, 1068.9588
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Regular Fortnightly IDCW, 1025.2280
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Regular Quarterly IDCW, 1044.6933
Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) Unclaimed Redemption More 3 Years, 1000.0000
Sundaram Liquid Fund (Formerly Principal Cash Management Fund) - Weekly Income Distribution CUM Capital Withdrawal Option, 1007.6583
Sundaram Liquid Fund(Formerly Known as Principal Cash Management Fund)- Direct Plan - Income Distribution CUM Capital Withdrawal Option - Weekly, 1008.1362
Tata Liquid Fund -Regular Plan - Growth Option, 3442.7130
Tata Liquid Fund- Direct Plan - Daily Reinvestment of IDCW Option, 1001.5187
Tata Liquid Fund- Direct Plan-Growth Option, 3473.7252
Tata Liquid Fund- Regular Plan - Daily Reinvestment of IDCW Option, 1001.5157
Taurus Liquid Fund-Dividend, 1013.9743
Taurus Liquid Fund-Growth, 2368.5909
TRUSTMF Liquid Fund-Direct Plan-Daily Income Distribution cum Capital Withdrawal, 1050.4214
TRUSTMF Liquid Fund-Direct Plan-Growth, 1067.2906
TRUSTMF Liquid Fund-Direct Plan-Monthly Income Distribution cum Capital Withdrawal, 1030.0385
TRUSTMF Liquid Fund-Direct Plan-Weekly Income Distribution cum Capital Withdrawal, 1037.0114
TRUSTMF Liquid Fund-Regular Plan-Daily Income Distribution cum Capital Withdrawal, 1041.1556
TRUSTMF Liquid Fund-Regular Plan-Growth, 1064.71
TRUSTMF Liquid Fund-Regular Plan-Monthly Income Distribution cum Capital Withdrawal, 1028.2348
TRUSTMF Liquid Fund-Regular Plan-Weekly Income Distribution cum Capital Withdrawal, 1024.1852
Union Liquid Fund - Daily IDCW Option, 1000.7927
Union Liquid Fund - Direct Plan - Daily IDCW Option, 1000.7927
Union Liquid Fund - Direct Plan - Fortnightly IDCW Option, 1001.6129
Union Liquid Fund - Direct Plan - Growth Option, 2121.4103
Union Liquid Fund - Direct Plan - Monthly IDCW Option, 1001.6256
Union Liquid Fund - Direct Plan - Weekly IDCW Option, 1001.0739
Union Liquid Fund - Fortnightly IDCW Option, 1001.6077
Union Liquid Fund - Growth Option, 2100.9950
Union Liquid Fund - Monthly IDCW Option, 1001.6083
Union Liquid Fund - Unclaimed Amounts Plan - IDCW Beyond 3 years, 1000.0000
Union Liquid Fund - Unclaimed Amounts Plan - IDCW Upto 3 years, 1167.6169
Union Liquid Fund - Unclaimed Amounts Plan - Redemption Beyond 3 years, 1000.0000
Union Liquid Fund - Unclaimed Amounts Plan - Redemption Upto 3 years, 1167.3290
Union Liquid Fund - Weekly IDCW Option, 1001.3354
UTI Liquid Cash Plan - Direct Plan - Annual IDCW, 1586.4939
UTI Liquid Cash Plan - Direct Plan - Daily IDCW (Reinvestment), 1053.5108
UTI Liquid Cash Plan - Direct Plan - Flexi IDCW, 1306.7077
UTI Liquid Cash Plan - Direct Plan - Fortnightly IDCW, 1156.0904
UTI Liquid Cash Plan - Direct Plan - Half-Yearly IDCW, 1239.2604
UTI Liquid Cash Plan - Direct Plan - Monthly IDCW, 1058.2852
UTI Liquid Cash Plan - Direct Plan - Quarterly IDCW, 1498.3348
UTI Liquid Cash Plan - Direct Plan - Weekly IDCW, 1120.2155
UTI Liquid Cash Plan - Regular Plan - Annual IDCW, 1579.9611
UTI Liquid Cash Plan - Regular Plan - Daily IDCW (Reinvestment), 1066.6351
UTI Liquid Cash Plan - Regular Plan - Flexi IDCW, 1302.1678
UTI Liquid Cash Plan - Regular Plan - Fortnightly IDCW, 1155.2558
UTI Liquid Cash Plan - Regular Plan - Half-Yearly IDCW, 1100.0609
UTI Liquid Cash Plan - Regular Plan - Monthly IDCW, 1055.3906
UTI Liquid Cash Plan - Regular Plan - Quarterly IDCW, 1491.8354
UTI Liquid Cash Plan - Regular Plan - Weekly IDCW, 1053.1222
UTI-  Liquid Cash Plan - Direct Plan - Growth Option, 3607.4121
UTI-  Liquid Cash Plan - Regular Plan - Growth Option, 3583.1537
UTI-  Liquid Cash Plan- Discontinued - Regular Plan - Monthly Dividend Option, 1081.0612
UTI-  Liquid Cash Plan- Discontinued - Regular Plan -Growth, 3283.7427
UTI-  Liquid Cash Plan- Discontinued -Regular Plan Periodic Dividend Option, 1137.0907
WhiteOak Capital Liquid Fund- Direct plan-Daily Reinvestment of Income Distribution cum capital withdrawal option (IDCW), 1000.9797
WhiteOak Capital Liquid Fund- Direct plan-Fortnightly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW), 1002.3598
WhiteOak Capital Liquid Fund- Direct plan-Growth Option, 1182.8386
WhiteOak Capital Liquid Fund- Direct plan-Monthly  Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW), 1003.5151
WhiteOak Capital Liquid Fund- Direct plan-Weekly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW), 1001.6759
WhiteOak Capital Liquid Fund- Regular plan-Daily Reinvestment of Income Distribution cum capital withdrawal option (IDCW), 1000.9516
WhiteOak Capital Liquid Fund- Regular plan-Fortnightly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW), 1004.3533
WhiteOak Capital Liquid Fund- Regular plan-Growth Option, 1178.7670
WhiteOak Capital Liquid Fund- Regular plan-Monthly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW), 1004.0065
WhiteOak Capital Liquid Fund- Regular plan-Weekly Payout/ Reinvestment of Income Distribution cum capital withdrawal option (IDCW), 1001.6905
Aditya Birla Sun Life Long Duration Fund-Direct Growth, 10.409
Aditya Birla Sun Life Long Duration Fund-Direct IDCW Payout, 10.409
Aditya Birla Sun Life Long Duration Fund-Regular Growth, 10.3924
Aditya Birla Sun Life Long Duration Fund-Regular IDCW Payout, 10.3872
ICICI Prudential Long Term Bond Fund - Annual IDCW, 10.4720
ICICI Prudential Long Term Bond Fund - Bonus, 68.2598
ICICI Prudential Long Term Bond Fund - Direct Plan - Growth, 79.3274
ICICI Prudential Long Term Bond Fund - Direct Plan - Half Yearly IDCW, 11.9879
ICICI Prudential Long Term Bond Fund - Direct Plan - Quarterly IDCW, 12.7530
ICICI Prudential Long Term Bond Fund - Growth, 73.4659
ICICI Prudential Long Term Bond Fund - Half Yearly IDCW, 11.1771
ICICI Prudential Long Term Bond Fund - Quarterly IDCW, 12.3269
ICICI Prudential Long Term Bond Fund Direct Plan - Annual IDCW, 11.5873
ICICI Prudential Long Term Bond Fund-Institutional Quarterly Dividend, 11.7562
ICICI Prudential Long Term Bond Fund - Institutional Dividend Halfyearly, 10.8508
ICICI Prudential Long Term Bond Fund-Institutional Option-Growth, 73.5439
NIPPON INDIA NIVESH LAKSHYA FUND - ANNUAL IDCW Option, 11.9667
NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - ANNUAL IDCW Option, 12.0000
NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - HALF YEARLY IDCW Option, 12.0164
NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - IDCW Option, 14.7040
NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - MONTHLY IDCW Option, 11.8822
NIPPON INDIA NIVESH LAKSHYA FUND - DIRECT Plan - QUARTERLY IDCW Option, 11.4491
NIPPON INDIA NIVESH LAKSHYA FUND - HALF YEARLY IDCW Option, 11.9827
NIPPON INDIA NIVESH LAKSHYA FUND - IDCW Option, 14.4966
NIPPON INDIA NIVESH LAKSHYA FUND - MONTHLY IDCW Option, 11.8707
NIPPON INDIA NIVESH LAKSHYA FUND - QUARTERLY IDCW Option, 11.4004
Nippon India Nivesh Lakshya Fund- Direct Plan- Growth Option, 14.7038
Nippon India Nivesh Lakshya Fund- Growth Option, 14.4975
Aditya Birla Sun Life Low duration Fund - Growth - Direct Plan, 597.3485
Aditya Birla Sun Life Low Duration Fund - Growth Plan, 550.4401
Aditya Birla Sun Life Low Duration Fund - Institutional Plan - Growth, 385.947
Aditya Birla Sun Life Low Duration Fund -Direct - daily IDCW, 100.0001
Aditya Birla Sun Life Low Duration Fund -Direct - weekly IDCW, 100.6758
Aditya Birla Sun Life Low Duration Fund -INSTITUTIONAL - DAILY IDCW, 100.
Aditya Birla Sun Life Low Duration Fund -Institutional - weekly  IDCW, 99.9054
Aditya Birla Sun Life Low Duration Fund -Regular - DAILY IDCW, 100.0001
Aditya Birla Sun Life Low Duration Fund -REGULAR - WEEKLY IDCW, 100.4891
Axis Treasury Advantage Fund - Direct Plan - Bonus Option, 1847.5931
Axis Treasury Advantage Fund - Direct Plan - Daily IDCW, 1012.4737
Axis Treasury Advantage Fund - Direct Plan - Growth Option, 2668.1746
Axis Treasury Advantage Fund - Direct Plan - Monthly IDCW, 1010.7831
Axis Treasury Advantage Fund - Direct Plan - Weekly IDCW, 1012.2690
Axis Treasury Advantage Fund - Regular Plan - Daily IDCW, 1013.2484
Axis Treasury Advantage Fund - Regular Plan - Growth Option, 2566.5672
Axis Treasury Advantage Fund - Regular Plan - Monthly IDCW, 1010.7285
Axis Treasury Advantage Fund - Regular Plan - Weekly IDCW, 1012.2421
Axis Treasury Advantage Fund - Retail Plan - Daily IDCW, 1012.4736
Axis Treasury Advantage Fund - Retail Plan - Growth Option, 2406.2808
Axis Treasury Advantage Fund - Retail Plan - Monthly IDCW, 1010.7314
Axis Treasury Advantage Fund - Retail Plan - Weekly IDCW, 1012.2423
BARODA BNP PARIBAS LOW DURATION Fund - Direct Plan - Daily IDCW Option, 10.0835
BARODA BNP PARIBAS LOW DURATION Fund - Direct Plan - Growth Option, 36.1506
BARODA BNP PARIBAS LOW DURATION Fund - Direct Plan - Monthly IDCW Option, 10.0918
BARODA BNP PARIBAS LOW DURATION Fund - Direct Plan - Weekly IDCW Option, 10.0135
BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - DAILY IDCW OPTION, 10.0604
BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - GROWTH OPTION, 33.6540
BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - MONTHLY IDCW OPTION, 10.2345
BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - WEEKLY IDCW OPTION, 10.0131
BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan- Daily IDCW Option, 10.0499
BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan-Growth Option, 33.6806
BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan-Monthly IDCW Option, 10.4100
BARODA BNP PARIBAS LOW DURATION Fund-Defunct Plan-Weekly IDCW Option, 10.0131
CANARA ROBECO SAVINGS FUND - DIRECT PLAN - DAILY IDCW (Reinvestment), 10.2600
CANARA ROBECO SAVINGS FUND - DIRECT PLAN - GROWTH OPTION, 35.8194
CANARA ROBECO SAVINGS FUND - DIRECT PLAN - IDCW (Payout/Reinvestment), 32.0424
CANARA ROBECO SAVINGS FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment), 10.2633
CANARA ROBECO SAVINGS FUND - DIRECT PLAN - WEEKLY IDCW (Payout/Reinvestment), 10.2633
CANARA ROBECO SAVINGS FUND - REGULAR PLAN - DAILY IDCW (Reinvestment), 10.2600
CANARA ROBECO SAVINGS FUND - REGULAR PLAN - GROWTH OPTION, 35.1148
CANARA ROBECO SAVINGS FUND - REGULAR PLAN - IDCW (Payout/Reinvestment), 31.4538
CANARA ROBECO SAVINGS FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment), 10.2633
CANARA ROBECO SAVINGS FUND - REGULAR PLAN - WEEKLY IDCW (Payout/Reinvestment), 10.2632
DSP Low Duration Fund - Direct Plan - Growth, 16.9280
DSP Low Duration Fund - Direct Plan - IDCW - Daily, 10.1268
DSP Low Duration Fund - Direct Plan - IDCW - Monthly, 11.6024
DSP Low Duration Fund - Direct Plan - IDCW - Quarterly, 10.7139
DSP Low Duration Fund - Direct Plan - IDCW - Weekly, 10.1269
DSP Low Duration Fund - Regular Plan - Growth, 16.5258
DSP Low Duration Fund - Regular Plan - IDCW - Daily, 10.1814
DSP Low Duration Fund - Regular Plan - IDCW - Monthly, 10.4813
DSP Low Duration Fund - Regular Plan - IDCW - Quarterly, 10.6854
DSP Low Duration Fund - Regular Plan - IDCW - Weekly, 10.1269
Franklin India Low Duration Fund - Direct - Growth, 28.6858
Franklin India Low Duration Fund - Direct - Monthly - IDCW, 13.3317
Franklin India Low Duration Fund - Direct - Quarterly - IDCW, 13.1009
Franklin India Low Duration Fund - Growth Plan, 32.6071
Franklin India Low Duration Fund - Monthly - IDCW, 15.0351
Franklin India Low Duration Fund - Quarterly - IDCW, 14.7667
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct- Quarterly Dividend Plan, 0.0000
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan, 0.0000
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Monthly Dividend Plan, 0.0000
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan, 0.0000
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Monthly Dividend Plan, 0.0000
Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Quarterly Dividend Plan, 0.0000
Franklin India Low Duration Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Monthly - IDCW, 0.1587
Franklin India Low Duration Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Quarterly - IDCW, 0.1559
Franklin India Low Duration Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct- Growth Plan, 0.3521
Franklin India Low Duration Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan, 0.3443
Franklin India Low Duration Fund-Direct- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct Monthly - IDCW, 0.1636
Franklin India Low Duration Fund-Direct- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct Quarterly - IDCW, 0.1608
HDFC Low Duration  Fund - Daily IDCW, 10.1428
HDFC Low Duration  Fund - Direct Plan - Daily IDCW, 10.0655
HDFC Low Duration  Fund - Direct Plan - Growth, 51.3403
HDFC Low Duration  Fund - Direct Plan - Monthly IDCW, 10.1501
HDFC Low Duration  Fund - Direct Plan - Weekly IDCW, 10.0676
HDFC Low Duration  Fund - Growth, 48.075
HDFC Low Duration  Fund - Monthly IDCW, 10.1471
HDFC Low Duration  Fund - Weekly IDCW, 10.0671
HDFC Low Duration Fund- Wholesale Daily Dividend, 10.1574
HDFC Low Duration Fund- Wholesale Monthly Dividend, 10.1856
HDFC Low Duration Fund- Wholesale Weekly Dividend, 10.1734
HDFC Low Duration Fund- Wholesale- Growth, 41.8371
HSBC Low Duration Fund - Direct Annual IDCW, 11.0289
HSBC Low Duration Fund - Direct Growth, 24.571
HSBC Low Duration Fund - Direct Monthly IDCW, 11.0796
HSBC Low Duration Fund - Regular Annual IDCW, 10.6668
HSBC Low Duration Fund - Regular Growth, 23.5535
HSBC Low Duration Fund - Regular Monthly IDCW, 10.3653
ICICI Prudential Savings Fund - Bonus, 154.9446
ICICI Prudential Savings Fund - Daily IDCW, 105.7358
ICICI Prudential Savings Fund - Direct Plan - Daily IDCW, 105.7358
ICICI Prudential Savings Fund - Direct Plan - Fortnightly IDCW, 101.6700
ICICI Prudential Savings Fund - Direct Plan - Growth, 452.3844
ICICI Prudential Savings Fund - Direct Plan - IDCW Others, 159.3535
ICICI Prudential Savings Fund - Direct Plan - Monthly IDCW, 101.6519
ICICI Prudential Savings Fund - Direct Plan - Quarterly IDCW, 107.8752
ICICI Prudential Savings Fund - Direct Plan - Weekly IDCW, 105.5538
ICICI Prudential Savings Fund - Direct Plan Bonus, 123.8923
ICICI Prudential Savings Fund - Fortnightly IDCW, 101.6694
ICICI Prudential Savings Fund - Growth, 447.5285
ICICI Prudential Savings Fund - IDCW Others, 157.5857
ICICI Prudential Savings Fund - Monthly IDCW, 101.6515
ICICI Prudential Savings Fund - Quarterly IDCW, 107.6486
ICICI Prudential Savings Fund - Weekly IDCW, 105.5062
ICICI Prudential Savings Fund Retail Daily Dividend, 100.1193
ICICI Prudential Savings Fund Retail Growth, 220.0081
ICICI Prudential Savings Fund Retail Weekly Dividend, 100.956
IDFC Low Duration Fund - Regular Plan - Daily IDCW, 10.1015
IDFC Low Duration Fund - Regular Plan - Growth, 32.1621
IDFC Low Duration Fund - Regular Plan - Monthly IDCW, 10.1080
IDFC Low Duration Fund - Regular Plan - Periodic IDCW, 10.6797
IDFC Low Duration Fund - Regular Plan - Quarterly IDCW, 10.9421
IDFC Low Duration Fund - Regular Plan - Weekly IDCW, 10.1222
