Scheme Name, Net Asset Value
UTI - GILT FUND -Discontinued PF Plan -Dividend Option, 21.2235
UTI Gilt Fund - Direct Plan - IDCW, 26.0228
UTI Gilt Fund - Regular Plan - IDCW, 32.1689
DSP 10Y G-Sec Fund - Direct Plan - Growth, 18.1022
DSP 10Y G-Sec Fund - Direct Plan - IDCW, 10.5851
DSP 10Y G-Sec Fund - Direct Plan - IDCW - Monthly, 10.4192
DSP 10Y G-Sec Fund - Direct Plan - IDCW - Quarterly, 10.7673
DSP 10Y G-Sec Fund - Regular Plan - Growth, 17.7630
DSP 10Y G-Sec Fund - Regular Plan - IDCW, 10.4522
DSP 10Y G-Sec Fund - Regular Plan - IDCW - Monthly, 10.5518
DSP 10Y G-Sec Fund - Regular Plan - IDCW - Quarterly , 10.7972
ICICI Prudential Constant Maturity Gilt Fund - Annual IDCW, 10.4889
ICICI Prudential Constant Maturity Gilt Fund - Direct Plan - Annual IDCW, 10.6928
ICICI Prudential Constant Maturity Gilt Fund - Direct Plan - Growth, 20.3349
ICICI Prudential Constant Maturity Gilt Fund - Direct Plan - Half Yearly IDCW, 10.6790
ICICI Prudential Constant Maturity Gilt Fund - Direct Plan - Monthly IDCW, 11.3870
ICICI Prudential Constant Maturity Gilt Fund - Direct Plan - Quarterly IDCW, 11.1162
ICICI Prudential Constant Maturity Gilt Fund - Growth, 19.9719
ICICI Prudential Constant Maturity Gilt Fund - Half Yearly IDCW, 10.3816
ICICI Prudential Constant Maturity Gilt Fund - Monthly IDCW, 11.1867
ICICI Prudential Constant Maturity Gilt Fund - quarterly IDCW, 10.8600
IDFC Government Securities Fund - Constant Maturity Plan - Regular Plan - Quarterly IDCW, 11.3818
IDFC Government Securities Fund - Constant Maturity Plan - Regular Plan - Growth, 37.0015
IDFC Government Securities Fund - Constant Maturity Plan - Regular Plan - Weekly IDCW, 10.2531
IDFC Government Securities Fund - Constant Maturity Plan - Regular Plan - Monthly IDCW, 10.4575
IDFC Government Securities Fund - Constant Maturity Plan - Regular Plan - Periodic IDCW, 13.2455
IDFC Government Securities Fund - Constant Maturity Plan -Direct Plan-Growth, 37.4208
IDFC Government Securities Fund - Constant Maturity Plan -Direct Plan-Monthly IDCW, 10.4969
IDFC Government Securities Fund - Constant Maturity Plan -Direct Plan-Periodic IDCW, 11.1473
IDFC Government Securities Fund - Constant Maturity Plan -Direct Plan-Quarterly IDCW, 11.6792
IDFC Government Securities Fund - Constant Maturity Plan -Direct Plan-Weekly IDCW, 18.0355
SBI MAGNUM CONSTANT MATURITY FUND - DIRECT PLAN - GROWTH, 53.4939
SBI Magnum Constant Maturity Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW), 17.4006
SBI MAGNUM CONSTANT MATURITY FUND - REGULAR PLAN - GROWTH, 51.8790
SBI Magnum Constant Maturity Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW), 16.8727
UTI Gilt Fund with 10 year Constant Duration - Direct Plan - Annual IDCW Option, 10.3143
UTI Gilt Fund with 10 year Constant Duration - Direct Plan - Flexi IDCW Option, 10.3143
UTI Gilt Fund with 10 year Constant Duration - Direct Plan - Growth Option, 10.3143
UTI Gilt Fund with 10 year Constant Duration - Direct Plan - Quarterly IDCW Option, 10.3143
UTI Gilt Fund with 10 year Constant Duration - Regular Plan - Annual IDCW Option, 10.2969
UTI Gilt Fund with 10 year Constant Duration - Regular Plan - Flexi IDCW Option, 10.2968
UTI Gilt Fund with 10 year Constant Duration - Regular Plan - Growth Option, 10.2969
UTI Gilt Fund with 10 year Constant Duration - Regular Plan - Half Yearly IDCW Option, 10.2968
UTI Gilt Fund with 10 year Constant Duration - Regular Plan - Quarterly IDCW Option, 10.2969
Aditya Birla Sun Life Liquid Fund - Growth, 351.821
Aditya Birla Sun Life Liquid Fund - Growth - Direct Plan, 354.8866
Aditya Birla Sun Life Liquid Fund -Daily IDCW, 100.195
Aditya Birla Sun Life Liquid Fund -Direct - daily IDCW, 100.195
Aditya Birla Sun Life Liquid Fund -DIRECT - IDCW, 192.6753
Aditya Birla Sun Life Liquid Fund -Direct - weekly IDCW, 100.3368
Aditya Birla Sun Life Liquid Fund -Institutional - IDCW, 108.023
Aditya Birla Sun Life Liquid Fund -Institutional - weekly  IDCW, 108.1863
Aditya Birla Sun Life Liquid Fund -Regular - IDCW, 147.2113
Aditya Birla Sun Life Liquid Fund -Retail - IDCW, 163.694
Aditya Birla Sun Life Liquid Fund -weekly IDCW, 100.3347
Aditya Birla Sun Life Liquid Fund- Discipline Advantage Plan, 236.4435
Aditya Birla Sun Life Liquid Fund-Institutional (Growth), 585.8931
Aditya Birla Sun Life Liquid Fund-Retail (Growth), 570.9308
Axis Liquid Fund - Direct plan - Bonus Option, 2215.5705
Axis Liquid Fund - Direct Plan - Daily IDCW, 1000.9560
Axis Liquid Fund - Direct Plan - Growth Option, 2445.4445
Axis Liquid Fund - Direct Plan - Monthly IDCW, 1001.7934
Axis Liquid Fund - Direct Plan - Weekly IDCW, 1002.6482
Axis Liquid Fund - Regular Plan - Daily IDCW, 1001.3998
Axis Liquid Fund - Regular Plan - Growth Option, 2429.6541
Axis Liquid Fund - Regular Plan - Monthly IDCW, 1002.3728
Axis Liquid Fund - Regular Plan - Weekly IDCW, 1002.6423
Axis Liquid Fund - Retail Plan - Daily IDCW, 1000.9559
Axis Liquid Fund - Retail Plan - Growth Option, 2253.6598
Axis Liquid Fund - Retail Plan - Monthly IDCW, 1001.7102
Axis Liquid Fund - Retail Plan - Weekly IDCW, 1001.1919
BANK OF INDIA Liquid Fund  Unclaimed Dividend greater than  3 years, 1000.0000
BANK OF INDIA Liquid Fund  Unclaimed Dividend Upto 3 years, 1226.9964
BANK OF INDIA Liquid Fund  Unclaimed Redemption greater than  3 years, 1000.0000
BANK OF INDIA Liquid Fund  Unclaimed Redemption Upto 3 years, 1226.8682
BANK OF INDIA Liquid Fund- Direct Plan- Daily IDCW, 1002.6483
BANK OF INDIA Liquid Fund- Direct Plan- Growth, 2534.1033
BANK OF INDIA Liquid Fund- Direct Plan- Weekly IDCW, 1062.1862
BANK OF INDIA Liquid Fund- Regular Plan- Daily IDCW, 1002.1069
BANK OF INDIA Liquid Fund- Regular Plan- Growth, 2511.7341
BANK OF INDIA Liquid Fund- Regular Plan- Weekly IDCW, 1001.9042
Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - DAILY IDCW OPTION, 1002.0849
Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - GROWTH OPTION, 2537.9769
Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - WEEKLY IDCW OPTION, 1218.9184
Baroda BNP Paribas Liquid Fund - Plan C, 1422.9738
Baroda BNP Paribas Liquid Fund - Regular - Weekly IDCW Option, 0.0000
Baroda BNP Paribas LIQUID FUND - Regular Plan - DAILY IDCW OPTION, 1001.1996
Baroda BNP Paribas LIQUID FUND - Regular Plan - GROWTH OPTION, 2514.0804
Baroda BNP Paribas LIQUID FUND - Regular Plan - WEEKLY IDCW OPTION, 1000.4359
BARODA BNP PARIBAS LIQUID FUND PLAN C IDCW ABOVE 3 YRS, 1000
BARODA BNP PARIBAS LIQUID FUND PLAN C IDCW UPTO 3YRS, 1391.4327
BARODA BNP PARIBAS LIQUID FUND PLAN C REDEMPTION ABOVE 3 YRS, 1000
BARODA BNP PARIBAS LIQUID FUND PLAN C REDEMPTION UPTO 3YRS, 1387.3652
Baroda BNP Paribas LIQUID FUND- Defunct Plan -Growth Option, 3700.3392
Baroda BNP Paribas LIQUID FUND-Defunct Plan- IDCW Option, 3053.1688
Baroda BNP Paribas LIQUID FUND-Defunct Plan-Daily IDCW Option, 1006.0602
CANARA ROBECO LIQUID FUND - DIRECT PLAN - DAILY IDCW (Reinvestment), 1005.5000
CANARA ROBECO LIQUID FUND - DIRECT PLAN - GROWTH OPTION, 2637.1685
CANARA ROBECO LIQUID FUND - DIRECT PLAN - IDCW (Payout/Reinvestment), 1887.5478
CANARA ROBECO LIQUID FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment), 1000.2046
CANARA ROBECO LIQUID FUND - DIRECT PLAN - WEEKLY IDCW (Payout/Reinvestment), 1000.2045
CANARA ROBECO LIQUID FUND - REGULAR PLAN - DAILY IDCW (Reinvestment), 1005.5000
CANARA ROBECO LIQUID FUND - REGULAR PLAN - GROWTH OPTION, 2627.4029
CANARA ROBECO LIQUID FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment), 1000.2030
CANARA ROBECO LIQUID FUND - REGULAR PLAN - WEEKLY IDCW (Payout/Reinvestment), 1000.2028
Canara Robeco Liquid Fund -Unclaimed Redemption and Dividend Plan -Direct Growth Option, 1436.4358
DSP Liquidity Fund - Direct Plan - Growth, 3146.9924
DSP Liquidity Fund - Direct Plan - IDCW - Daily, 1000.9329
DSP Liquidity Fund - Direct Plan - IDCW - Weekly, 1000.8958
DSP Liquidity Fund - Regular Plan - Growth, 3119.2471
DSP Liquidity Fund - Regular Plan - IDCW - Weekly, 1000.8958
DSP Liquidity Fund- Regular Plan - IDCW - Daily, 1000.9329
Edelweiss Liquid Fund - Direct Plan - Bonus Option, 1653.1125
Edelweiss Liquid Fund - Direct Plan - Growth Option, 2841.4549
Edelweiss Liquid Fund - Direct Plan - IDCW Option, 2841.4695
Edelweiss Liquid Fund - Direct Plan Annual - IDCW Option, 2841.4461
Edelweiss Liquid Fund - Direct Plan daily - IDCW Option, 1027.7816
Edelweiss Liquid Fund - Direct Plan Fortnightly - IDCW Option, 2245.7238
Edelweiss Liquid Fund - Direct Plan Monthly - IDCW Option, 1005.4015
Edelweiss Liquid Fund - Direct Plan weekly - IDCW Option, 2173.6384
Edelweiss Liquid Fund - Regular Plan - Bonus Option, 1629.5586
Edelweiss Liquid Fund - Regular Plan - Growth Option, 2797.7574
Edelweiss Liquid Fund - Regular Plan - IDCW Option, 2797.7597
Edelweiss Liquid Fund - Regular Plan Annual - IDCW Option, 1935.8077
Edelweiss Liquid Fund - Regular Plan Daily - IDCW Option, 1035.9282
Edelweiss Liquid Fund - Regular Plan Fortnightly - IDCW Option, 2153.8552
Edelweiss Liquid Fund - Regular Plan Monthly - IDCW Option, 1023.765
Edelweiss Liquid Fund - Regular Plan Weekly - IDCW Option, 1050.002
Edelweiss Liquid Fund - Retail Plan - Growth Option, 2544.3654
Edelweiss Liquid Fund - Retail Plan - Weekly Dividend Option, 1231.3978
Edelweiss Liquid Fund - Retail Plan Daily - IDCW Option, 1035.6906
Edelweiss Liquid Fund - Retail Plan Monthly - IDCW Option, 1244.7497
Franklin India Liquid Fund - Regular Plan - Daily - IDCW, 1509.5582
Franklin India Liquid Fund - Regular Plan - Growth, 5029.6322
Franklin India Liquid Fund - Regular Plan - Weekly - IDCW, 1245.1334
Franklin India Liquid Fund - Super Instittutional - Direct - Growth, 3308.3418
Franklin India Liquid Fund - Super Institutional Plan - Daily - IDCW, 1000.0000
Franklin India Liquid Fund - Super Institutional Plan - Direct - Daily - IDCW, 1001.7308
Franklin India Liquid Fund - Super Institutional Plan - Direct - Weekly - IDCW, 1022.1569
Franklin India Liquid Fund - Super Institutional Plan - Growth, 3287.1614
Franklin India Liquid Fund - Super Institutional Plan - Weekly - IDCW, 1022.6844
Franklin India Liquid Fund - Unclaimed IDCW Investor Education Plan - Growth, 10.0000
Franklin India Liquid Fund - Unclaimed IDCW Plan - Growth, 13.9652
Franklin India Liquid Fund - Unclaimed Redemption Investor Education Plan - Growth, 10.0000
Franklin India Liquid Fund - Unclaimed Redemption Plan - Growth, 13.9652
Franklin India Liquid Fund - Institution-Growth, 0.0000
Franklin India Liquid Fund - Institutional Plan - Daily - IDCW, 1000.0000
Franklin India Liquid Fund - Institutional Plan - Weekly - IDCW, 1055.4576
HDFC Liquid Fund - Growth Option - Direct Plan, 4326.0679
HDFC Liquid Fund - Growth Plan, 4289.1208
HDFC Liquid Fund - IDCW Daily, 1019.82
HDFC Liquid Fund - IDCW Daily - Direct Plan, 1019.82
HDFC Liquid Fund - IDCW Monthly, 1026.8834
HDFC Liquid Fund - IDCW Monthly - Direct Plan, 1026.8915
HDFC Liquid Fund - IDCW Plan Weekly, 1031.6154
HDFC Liquid Fund - IDCW Weekly - Direct Plan, 1031.6241
HDFC Liquid Fund-Premium Plan - Dividend-Weekly, 10
HDFC Liquid Fund-Premium Plus Plan - Dividend-Weekly, 10
HDFC Liquid Fund-PREMIUM PLUS- Growth, 10.0000
HSBC Liquid Fund -  Growth Direct, 2192.5223
HSBC Liquid Fund - Direct Daily IDCW, 1000.9401
HSBC Liquid Fund - Direct Monthly IDCW, 1039.7704
HSBC Liquid Fund - Direct Weekly IDCW, 1195.5829
HSBC Liquid Fund - Growth, 3142.1847
HSBC Liquid Fund - IDCW, 1019.3
HSBC Liquid Fund - Institutional Daily IDCW, 1562.8262
HSBC Liquid Fund - Regular Daily IDCW, 1001.3789
HSBC Liquid Fund - Regular Growth, 2177.832
HSBC Liquid Fund - Regular Monthly IDCW, 1004.0954
HSBC Liquid Fund - Regular Weekly IDCW, 1107.7111
HSBC Liquid Fund - Weekly IDCW, 1000.6101
ICICI Prudential Liquid Fund -Quarterly IDCW, 101.4288
ICICI Prudential Liquid Institutional Plus Fund - Div - Daily, 118.5152
ICICI Prudential Liquid Fund - Bonus, 121.0704
ICICI Prudential Liquid Fund - Daily IDCW, 100.1482
ICICI Prudential Liquid Fund - Direct Plan -  Annual IDCW, 103.9850
ICICI Prudential Liquid Fund - Direct Plan -  Half Yearly IDCW, 106.7325
ICICI Prudential Liquid Fund - Direct Plan -  IDCW Others, 151.1240
ICICI Prudential Liquid Fund - Direct Plan - Daily IDCW, 100.1082
ICICI Prudential Liquid Fund - Direct Plan - Growth, 325.8397
ICICI Prudential Liquid Fund - Direct Plan - Monthly IDCW, 100.4287
ICICI Prudential Liquid Fund - Direct Plan - Quarterly IDCW, 102.2043
ICICI Prudential Liquid Fund - Direct Plan - Weekly IDCW, 100.2389
ICICI Prudential Liquid Fund - Direct Plan Bonus, 149.1904
ICICI Prudential Liquid Fund - Growth, 323.4604
ICICI Prudential Liquid Fund - Half Yearly IDCW, 105.6475
ICICI Prudential Liquid Fund - IDCW Others, 150.3274
ICICI Prudential Liquid Fund - Institutional Option - I, 275.6151
ICICI Prudential Liquid Fund - Unclaimed IDCW, 137.2884
ICICI Prudential Liquid Fund - Unclaimed IDCW Investor Education, 100.0000
ICICI Prudential Liquid Fund - Unclaimed Redemption, 137.2884
ICICI Prudential Liquid Fund - Unclaimed Redemption Investor Education, 100.0000
ICICI Prudential Liquid Fund - Weekly IDCW, 100.2130
ICICI Prudential Liquid Fund -Monthly IDCW, 100.3202
ICICI Prudential Liquid Fund-Annual IDCW, 103.8506
ICICI Prudential Liquid Fund - Institutional - Daily - Div, 118.5022
ICICI Prudential Liquid Fund - Institutional - Weekly - Div, 118.6133
ICICI Prudential Liquid Fund Retail Daily Dividend, 118.5142
ICICI Prudential Liquid Fund Retail Growth, 450.7797
ICICI Prudential Liquid Fund Retail Monthly Dividend, 100.5372
ICICI Prudential Liquid Fund Retail Weekly Dividend, 118.9171
ICICI Prudential Liquid Institutional Fund - Growth, 462.33
IDBI Liquid Fund Bonus Direct, 1775.6777
IDBI Liquid Fund Bonus Regular, 1523.1315
IDBI Liquid Fund Growth Direct, 2369.6069
IDBI Liquid Fund- Monthly IDCW, 1004.7119
IDBI Liquid Fund- Monthly IDCW Direct, 1003.1560
IDBI Liquid Fund-Daily IDCW, 1005.2683
IDBI Liquid Fund-Daily IDCW Direct, 1002.3548
IDBI Liquid Fund-Growth, 2349.8189
IDBI Liquid Fund-Weekly IDCW, 1023.7456
IDBI Liquid Fund-Weekly IDCW Direct, 1004.4679
IDFC Cash Fund - Inst Plan B - Periodic Div, 0
IDFC Cash Fund - Regular Plan - Daily IDCW, 1001.0846
IDFC Cash Fund - Regular Plan - Growth, 2642.1670
IDFC Cash Fund - Regular Plan - Monthly IDCW, 1000.6953
IDFC Cash Fund - Regular Plan - Periodic IDCW, 1140.7353
IDFC Cash Fund - Regular Plan - Weekly IDCW, 1002.1605
IDFC Cash Fund - Unclaimed IDCW Less than 3 years, 1.4162
IDFC Cash Fund - Unclaimed IDCW More than 3 years, 1.0000
IDFC Cash Fund - Unclaimed Redemption Less than 3 years, 1.4162
IDFC Cash Fund - Unclaimed Redemption More than 3 years, 1.0000
IDFC Cash Fund -Direct Plan -Monthly IDCW, 1007.4181
IDFC Cash Fund -Direct Plan -Weekly IDCW, 1008.0608
IDFC Cash Fund -Direct Plan-Daily IDCW , 1001.6663
IDFC Cash Fund -Direct Plan-Growth, 2658.7982
IDFC Cash Fund -Direct Plan-Periodic IDCW, 1071.1883
IIFL LIQUID FUND DIRECT PLAN  DAILY DIVIDEND REINVESTMENT, 1000.0603
IIFL LIQUID FUND DIRECT PLAN  GROWTH, 1695.8063
IIFL LIQUID FUND DIRECT PLAN  WEEKLY DIVIDEND, 1005.3614
IIFL LIQUID FUND REGULAR PLAN  DAILY DIVIDEND REINVESTMENT, 1000.0701
IIFL LIQUID FUND REGULAR PLAN  GROWTH, 1688.1409
IIFL LIQUID FUND REGULAR PLAN  WEEKLY DIVIDEND, 1005.3607
Indiabulls Liquid Fund - Direct Plan - Growth Option, 2137.5162
Indiabulls Liquid Fund - Growth Option, 2117.1091
Indiabulls Liquid Fund- Direct Plan- - Income Distribution cum capital withdrawal Option ( Reinvestment), 1001.06
Indiabulls Liquid Fund- Direct Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment), 1001.6675
Indiabulls Liquid Fund- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment), 1029.3614
Indiabulls Liquid Fund- Direct Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment), 1001.1065
Indiabulls Liquid Fund- Regular Plan- - Income Distribution cum capital withdrawal Option (Reinvestment), 1001.1451
Indiabulls Liquid Fund- Regular Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment), 1001.5688
Indiabulls Liquid Fund- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment), 1000.8672
Indiabulls Liquid Fund- Regular Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment), 1002.1706
Invesco India Liquid Fund - Bonus Option, 3005.9563
Invesco India Liquid Fund - Daily IDCW (Reinvestment), 1002.7594
Invesco India Liquid Fund - Direct Plan - Growth, 3022.8601
Invesco India Liquid Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment), 1063.2013
Invesco India Liquid Fund - Direct Plan - Weekly IDCW (Reinvestment), 1038.8753
Invesco India Liquid Fund - Direct Plan- Daily IDCW (Reinvestment), 1000.9596
Invesco India Liquid Fund - Growth, 3002.3818
Invesco India Liquid Fund - Monthly IDCW (Payout / Reinvestment), 1003.3114
Invesco India Liquid Fund - Regular - Growth, 2695.2606
Invesco India Liquid Fund - Regular - Weekly IDCW (Reinvestment), 1002.5521
Invesco India Liquid Fund - Unclaimed Dividend Plan - Above 3 Years, 1000
Invesco India Liquid Fund - Unclaimed Dividend Plan - Below 3 Years, 1432.6188
Invesco India Liquid Fund - Unclaimed Redemption Plan - Above 3 Years, 1000
Invesco India Liquid Fund - Unclaimed Redemption Plan - Below 3 years, 1432.5271
Invesco India Liquid Fund - Weekly IDCW (Reinvestment), 1008.247
ITI Liquid Fund - Direct Plan - Annually IDCW Option, 1153.3408
ITI Liquid Fund - Direct Plan - Daily IDCW Option, 1001.0000
ITI Liquid Fund - Direct Plan - Fortnightly IDCW Option, 1001.8059
ITI Liquid Fund - Direct Plan - Growth Option, 1152.5657
ITI Liquid Fund - Direct Plan - Monthly IDCW Option, 1001.8064
ITI Liquid Fund - Direct Plan - Weekly IDCW Option, 1001.3140
ITI Liquid Fund - Regular Plan - Annually IDCW Option, 1149.8118
ITI Liquid Fund - Regular Plan - Daily IDCW Option, 1001.0000
ITI Liquid Fund - Regular Plan - Fortnightly Income Distribution cum capital withdrawal option Option, 1001.7847
ITI Liquid Fund - Regular Plan - Growth Option, 1147.5299
ITI Liquid Fund - Regular Plan - Monthly IDCW Option, 1001.7870
ITI Liquid Fund - Regular Plan - Weekly IDCW Option, 1001.3040
JM Liquid Fund (Direct) - Bonus Option - Bonus Option - Principal units, 19.3671
JM Liquid Fund (Direct) - Daily IDCW, 10.4302
JM Liquid Fund (Direct) - Growth Option, 60.2073
JM Liquid Fund (Direct) - Quarterly IDCW, 34.1821
JM Liquid Fund (Direct) - Weekly IDCW, 11.0099
JM Liquid Fund (Regular) - Quarterly IDCW, 33.8041
JM Liquid Fund (Regular) - Super Institutional Plan - Growth Option, 34.3338
JM Liquid Fund (Regular) - Weekly IDCW, 11.0073
JM Liquid Fund - Growth Option, 59.7237
JM Liquid Fund - Unclaimed Application Refund Amount I.E.F. (Direct) - Growth Plan, 41.4437
JM Liquid Fund - Unclaimed Brokerage I.E.F. (Direct) - Growth Plan, 41.4437
JM Liquid Fund - Withheld Brokerage I.E.F. (Direct) - Growth Plan, 41.4437
JM Liquid Fund Unclaimed Dividend (Direct) Growth Plan, 57.8229
JM Liquid Fund Unclaimed Dividend IEF (Direct) Growth Plan, 41.4437
JM Liquid Fund Unclaimed Redemption (Direct) Growth Plan, 57.8230
JM Liquid Fund Unclaimed Redemption IEF (Direct) Growth Plan, 41.4437
JM Liquid Fund (Regular) - Bonus Option - Principal Units, 19.1237
JM Liquid Fund (Regular) - Daily IDCW, 10.4302
Kotak Liquid - Daily Reinvestment of Income Distribution cum capital withdrawal option - Direct, 1222.81
Kotak Liquid - Growth - Direct, 4448.2365
Kotak Liquid Regular Plan Daily Reinvestment of Income Distribution cum capital withdrawal option, 1222.81
Kotak Liquid Regular Plan Growth, 4419.7195
Kotak Liquid Regular Plan Weekly Reinvestment of Income Distribution cum capital withdrawal option Dividend, 1000.476
Kotak Liquid-Institutional Plan  (Growth), 3046.6062
Kotak Liquid-Institutional Plan (Weekly Dividend), 1011.079
Kotak Liquid-Regular (Dividend), 1002.9403
Kotak Liquid-Regular (Growth), 2893.5255
LIC MF Liquid Fund-Direct Plan-Daily IDCW, 1013.6
LIC MF Liquid Fund-Direct Plan-Growth, 3997.6881
LIC MF Liquid Fund-Regular Plan-Daily IDCW, 1000.1
LIC MF Liquid Fund-Regular Plan-Growth, 3952.037
Mahindra Manulife Liquid Fund - Direct Plan - Daily IDCW, 1012.3481
Mahindra Manulife Liquid Fund - Direct Plan - Weekly IDCW, 1004.2997
Mahindra Manulife Liquid Fund - Direct Plan -Growth, 1432.2817
Mahindra Manulife Liquid Fund - Regular Plan - Daily IDCW, 1000.3445
Mahindra Manulife Liquid Fund - Regular Plan - Growth, 1421.1488
Mahindra Manulife Liquid Fund - Regular Plan - Weekly IDCW, 1010.7087
Mahindra Manulife Liquid Fund - Unclaimed Redemption / IDCW Beyond 3 years, 1000.0000
Mahindra Manulife Liquid Fund - Unclaimed Redemption / IDCW Upto three years, 1218.6343
Mirae Asset Cash Management Fund - Direct Plan - Growth, 2324.2320
Mirae Asset Cash Management Fund - Growth, 2290.9367
Mirae Asset Cash Management Fund Direct  Daily IDCW, 1075.8332
Mirae Asset Cash Management Fund Direct Monthly IDCW, 1136.1208
Mirae Asset Cash Management Fund Direct Weekly IDCW, 1216.4170
Mirae Asset Cash Management Fund Regular Monthly IDCW, 1153.7713
Mirae Asset Cash Management Fund Regular Weekly IDCW, 1152.7450
Mirae Asset Cash Management Fund RegularDaily IDCW , 1066.4347
Motilal Oswal Liquid Fund - Direct Growth, 11.7537
Motilal Oswal Liquid Fund - Regular Growth, 11.6841
Motilal Oswal Liquid Fund - Unclaimed Dividend - Greater than 3 years, 10.0000
Motilal Oswal Liquid Fund - Unclaimed Dividend- Upto 3 years, 11.4209
Motilal Oswal Liquid Fund - Unclaimed Redemption - Upto 3 years, 11.2108
Motilal Oswal Liquid Fund Direct - IDCW  Quarterly Payout/Reinvestment, 10.1044
Motilal Oswal Liquid Fund Direct - IDCW Fortnightly Reinvestment, 10.0152
Motilal Oswal Liquid Fund Direct - IDCW Monthly Payout/Reinvestment, 10.0409
Motilal Oswal Liquid Fund Direct - IDCW Reinvestment, 10.0077
Motilal Oswal Liquid Fund Direct - IDCW Weekly Reinvestment, 10.0167
Motilal Oswal Liquid Fund Regular - IDCW Daily Reinvestment, 10.0055
Motilal Oswal Liquid Fund Regular - IDCW Fortnightly Reinvestment, 10.0148
Motilal Oswal Liquid Fund Regular - IDCW Monthly Payout/Reinvestment, 10.0406
Motilal Oswal Liquid Fund Regular - IDCW Quarterly Payout/Reinvestment, 10.1023
Motilal Oswal Liquid Fund Regular - IDCW Weekly Reinvestment, 10.0236
Navi Liquid Fund - Direct Plan Daily IDCW - ReInvestment, 10.0129
Navi Liquid Fund - Direct Plan Monthly IDCW - Payout, 10.0192
Navi Liquid Fund - Direct Plan Weekly IDCW - Payout, 10.0096
Navi Liquid Fund - Regular Plan Daily IDCW, 10.0129
Navi Liquid Fund - Regular Plan Monthly IDCW, 10.0192
Navi Liquid Fund - Regular Plan Weekly IDCW, 10.0099
Navi Liquid Fund-Direct Plan-Growth Option, 24.1402
Navi Liquid Fund-Regular Plan-Growth Option, 23.9537
Navi Liquid Fund-Unclaimed Redemption and Dividend Plan greater than 3 years, 10
Navi Liquid Fund-Unclaimed Redemption and Dividend Plan less than 3 years, 23.9995
NIPPON INDIA LIQUID FUND - DAILY IDCW OPTION, 1528.7400
NIPPON INDIA LIQUID FUND - DIRECT Plan - DAILY IDCW OPTION, 1528.7400
NIPPON INDIA LIQUID FUND - DIRECT Plan - MONTHLY IDCW OPTION, 1588.8909
NIPPON INDIA LIQUID FUND - DIRECT Plan - QUARTERLY IDCW OPTION, 1016.3343
NIPPON INDIA LIQUID FUND - DIRECT Plan - WEEKLY IDCW OPTION, 1531.9990
Nippon India Liquid Fund - Direct Plan Growth Plan - Growth Option, 5385.2867
NIPPON INDIA LIQUID FUND - MONTHLY IDCW OPTION, 1585.5478
NIPPON INDIA LIQUID FUND - QUARTERLY IDCW OPTION, 1014.3010
Nippon India Liquid Fund - Retail Option - Growth Plan, 4795.9601
NIPPON INDIA LIQUID FUND - RETAIL Plan - DAILY IDCW OPTION, 1524.2800
NIPPON INDIA LIQUID FUND - RETAIL plan - MONTHLY IDCW OPTION, 1327.7688
NIPPON INDIA LIQUID FUND - RETAIL Plan - QUARTERLY IDCW OPTION, 1226.8073
NIPPON INDIA LIQUID FUND - RETAIL Plan - WEEKLY IDCW OPTION, 1035.1882
NIPPON INDIA LIQUID FUND - WEEKLY IDCW OPTION, 1531.9660
Nippon India Liquid Fund -Growth Plan, 5335.2076
Reliance Liquid Fund-Cash Plan-Daily Dividend Reinvestment Option, 1114.1500
Reliance Liquid Fund-Cash Plan-Growth Plan, 2714.7678
Reliance Liquid Fund-Cash Plan-Monthly Dividend Plan, 1004.4865
Reliance Liquid Fund-Cash Plan-Quarterly Dividend Plan, 1013.8310
Reliance Liquid Fund-Cash Plan-Weekly Dividend Reinvestment Option, 1092.0644
PGIM India INSTA CASH FUND - Annual Bonus Option, 144.9174
PGIM India Insta Cash Fund - Direct Plan -  Annual Bonus Option, 148.9974
PGIM India Insta Cash Fund - Direct Plan -  Regular Bonus, 138.2962
PGIM India Insta Cash Fund - Direct Plan - Annual Dividend, 144.7765
PGIM India Insta Cash Fund - Direct Plan - Quarterly Dividend, 145.6889
PGIM India Insta Cash Fund - Direct Plan -Monthly Bonus, 132.9596
PGIM India Insta Cash Fund - Quarterly Dividend Option, 143.9385
PGIM India INSTA CASH FUND - Regular Plan BONUS OPTION, 13.7989
PGIM India Insta Cash Fund- Annual Dividend Option, 144.7569
